File,Average Accuracy,Expected Output,Actual Output,Accuracy Rate
code_21.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['8\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14\n15', '0\n1\n2', '7\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12', '10\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13', '8\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '6\n1\n2\n3\n4\n5\n6\n7\n8', '8\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '5\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '10\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14', '5\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11', '8\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14\n15', '8\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '6\n1\n2\n3\n4\n5\n6\n7\n8', '4\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '10\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_70.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_60.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['3', '1', '2', '2', '3', '2', '3', '2', '3', '2', '3', '3', '2', '2', '3']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_31.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_2.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_54.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['6', '1', '4\n2\n10', '7\n7', '4\n2', '3\n3', '4\n4', '3\n1\n5\n9\n10', '5\n1\n3\n4\n10', '5\n8', '6\n1', '3\n2\n3', '3\n3', '4\n1\n9', '5\n1\n3\n5\n10']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_74.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_25.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_11.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_40.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '0\n1 2', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_50.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_6.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['6\n1 2 3 4 5 6 7 8 9 10 11 12 13 14', '1\n1', '3\n1 2 3 4 5 6 7 8 9 10 11', '3\n1 2 3 4 5 6 7 8 9 10 11 12', '2\n1 2 3 4 5 6 7 8 9', '2\n1 2 3 4 5 6 7', '3\n1 2 3 4 5 6 7 8 9', '2\n1 2 3 4 5 6 7 8 9', '3\n1 2 3 4 5 6 7 8 9 10 11 12 13', '3\n1 2 3 4 5 6 7 8 9 10', '5\n1 2 3 4 5 6 7 8 9 10 11 12 13 14', '2\n1 2 3 4 5 6 7 8 9', '2\n1 2 3 4 5 6 7', '2\n1 2 3 4 5 6 7 8 9', '3\n1 2 3 4 5 6 7 8 9 10 11 12 13']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_35.py,0.06666666666666667,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['13\n1', '0\n1', '10\n1', '11\n1', '8\n1', '6\n1', '8\n1', '7\n1', '11\n1', '9\n1', '12\n1', '8\n1', '6\n1', '7\n1', '11\n1']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_64.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['5', '0', '3', '2', '6', '1', '3', '3', '3', '4', '5', '5', '2', '4', '3']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_24.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['0\n1\n2\n3\n4\n5\n6\n8\n9\n10', 'inf', '0\n1\n5\n6\n7', '0\n1\n2\n3\n5\n6\n7', '0\n1\n2\n4\n5\n6', '0\n2\n3', '0\n3\n5', '0\n3\n4\n5\n6', '0\n1\n2\n4\n6\n7', '0\n1\n2\n4\n5\n6\n7\n8', '0\n1\n2\n3\n4\n5\n6\n8\n9\n10', '0\n1\n4\n5\n6', '0\n1\n2\n3', '0\n3\n4\n5\n6', '0\n1\n2\n5\n6\n7']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_10.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['2\n0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14', '0\n0\n1', '2\n0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11', '2\n0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12', '1\n0\n1\n2\n3\n4\n5\n6\n7\n8\n9', '1\n0\n1\n2\n3\n4\n5\n6\n7', '2\n0\n1\n2\n3\n4\n5\n6\n7\n8\n9', '1\n0\n1\n2\n3\n4\n5\n6\n7\n8\n9', '3\n0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13', '1\n0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10', '2\n0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n14', '1\n0\n1\n2\n3\n4\n5\n6\n7\n8\n9', '1\n0\n1\n2\n3\n4\n5\n6\n7', '1\n0\n1\n2\n3\n4\n5\n6\n7\n8\n9', '3\n0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_41.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['7\n[7]', '0\n[1]', '7\n[4]', '9\n[5]', '5\n[3]', '4\n[4]', '4\n[5]', '5\n[2]', '7\n[13]', '8\n[3]', '8\n[7]', '4\n[3]', '4\n[4]', '4\n[2]', '7\n[13]']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_51.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['0\n2 3 4 5 6 7 8 9 10 11 12 13 14 15', '0\n2', '0\n2 3 4 5 6 7 8 9 10 11 12', '0\n2 3 4 5 6 7 8 9 10 11 12 13', '0\n2 3 4 5 6 7 8 9 10', '0\n2 3 4 5 6 7 8', '0\n2 3 4 5 6 7 8 9 10', '0\n2 3 4 5 6 7 8 9 10', '0\n2 3 4 5 6 7 8 9 10 11 12 13 14', '0\n2 3 4 5 6 7 8 9 10 11', '0\n2 3 4 5 6 7 8 9 10 11 12 13 14 15', '0\n2 3 4 5 6 7 8 9 10', '0\n2 3 4 5 6 7 8', '0\n2 3 4 5 6 7 8 9 10', '0\n2 3 4 5 6 7 8 9 10 11 12 13 14']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_7.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_34.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_65.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['7\n2', '0\n1\n1', '5\n6', '5\n7', '5\n9', '3\n1', '6\n2', '5\n6', '6\n9', '5\n4', '7\n2', '4\n9', '3\n1', '5\n6', '6\n9']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_45.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['13\n0 1 2 3 4 5 6 7 8 9 10', '0\n0', '10\n0 1 2 3 4 5 6 7', '10\n0 1 2 3 4 5 6 7', '8\n0 1 2 3 4 5 6', '5\n0 1 2 3 4', '6\n0 1 2 3 4 5 6', '7\n0 1 2 3 4 5 6', '10\n0 1 2 3 4 5 6 7 8', '9\n0 1 2 3 4 5 6 7 8', '13\n0 1 2 3 4 5 6 7 8 9 10', '8\n0 1 2 3 4 5 6', '5\n0 1 2 3 4', '7\n0 1 2 3 4 5 6', '10\n0 1 2 3 4 5 6 7 8']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_14.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_20.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_71.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['0\n1 3 5 9 10 11 13 14 7 4 2 8 15 6 12', '0\n1 2', '0\n1 3 6 8 11 2 10 9 7 4 12 5', '0\n2 10 11 8 7 6 12 5 3 13 1 4 9', '0\n4 6 7 9 10 2 3 8 5 1', '0\n1 4 6 8 3 5 7 2', '0\n1 2 7 9 5 4 6 3 8 10', '0\n2 6 7 5 10 4 9 1 8 3', '0\n8 9 11 13 12 4 10 7 5 1 14 2 3 6', '0\n1 4 5 6 11 9 7 3 10 8 2', '0\n3 5 9 10 11 13 14 1 7 4 2 8 15 6 12', '0\n4 6 7 9 10 2 3 8 5 1', '0\n1 6 8 4 7 3 5 2', '0\n2 6 7 10 5 1 4 9 3 8', '0\n8 9 11 13 12 4 10 7 14 5 1 2 3 6']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_61.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['0\n6 12 4 8', '0\n2', '0\n7 12 5 9', '0\n1 12 3 6 9', '0\n8 5 1', '0\n2 5 7', '0\n3 8 10', '0\n4 8 3', '0\n14 12 2 6 7', '0\n10 2', '0\n6 12 4 8', '0\n8 5 1', '0\n2 5 7', '0\n4 8 3', '0\n14 12 2 6 7']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_30.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['0\n1 2 3 4 5 6 7 8 9 10 11 12 13 14 15', '0\n1 2', '0\n1 2 3 4 5 6 7 8 9 10 11 12', '0\n1 2 3 4 5 6 7 8 9 10 11 12 13', '0\n1 2 3 4 5 6 7 8 9 10', '0\n1 2 3 4 5 6 7 8', '0\n1 2 3 4 5 6 7 8 9 10', '0\n1 2 3 4 5 6 7 8 9 10', '0\n1 2 3 4 5 6 7 8 9 10 11 12 13 14', '0\n1 2 3 4 5 6 7 8 9 10 11', '0\n1 2 3 4 5 6 7 8 9 10 11 12 13 14 15', '0\n1 2 3 4 5 6 7 8 9 10', '0\n1 2 3 4 5 6 7 8', '0\n1 2 3 4 5 6 7 8 9 10', '0\n1 2 3 4 5 6 7 8 9 10 11 12 13 14']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_3.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_55.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['14\n1 2 3 4 5 6 7 8 9 10 11 12 14 15', '2\n1 2', '9\n1 2 3 4 5 7 9 11 12', '12\n1 2 3 4 5 6 7 8 9 10 12 13', '10\n1 2 3 4 5 6 7 8 9 10', '8\n1 2 3 4 5 6 7 8', '7\n1 3 5 6 7 8 10', '7\n1 3 4 5 7 8 10', '11\n1 2 4 5 6 7 10 11 12 13 14', '7\n1 2 3 5 7 9 10', '14\n1 2 3 4 5 6 7 8 9 10 11 12 14 15', '10\n1 2 3 4 5 6 7 8 9 10', '8\n1 2 3 4 5 6 7 8', '6\n1 3 4 5 8 10', '10\n1 2 5 6 7 10 11 12 13 14']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_8.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n15', '0\n2', '0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n12', '0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n13', '0\n1\n2\n3\n4\n5\n6\n7\n8\n10', '0\n1\n2\n3\n4\n5\n6\n8', '0\n1\n2\n3\n4\n5\n6\n7\n8\n10', '0\n1\n2\n3\n4\n5\n6\n7\n8\n10', '0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n14', '0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n11', '0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n13\n15', '0\n1\n2\n3\n4\n5\n6\n7\n8\n10', '0\n1\n2\n3\n4\n5\n6\n8', '0\n1\n2\n3\n4\n5\n6\n7\n8\n10', '0\n1\n2\n3\n4\n5\n6\n7\n8\n9\n10\n11\n12\n14']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_9.py,0.0,"['7\n13', '0\n1', '5\n1 6 8', '4\n2 10', '4\n6', '3\n4 6 8', '3\n9', '2\n7', '3\n9', '5\n4 5 6 11', '7\n11 13', '5\n4 6 9 10', '2\n1', '3\n10', '3\n9']","['0\n4\n6\n8\n12', '0\n2', '0\n5\n7\n9\n12', '0\n1\n3\n6\n9\n12', '0\n1\n5\n8', '0\n2\n5\n7', '0\n3\n8\n10', '0\n3\n4\n8', '0\n2\n6\n7\n12\n14', '0\n2\n10', '0\n4\n6\n8\n12', '0\n1\n5\n8', '0\n2\n5\n7', '0\n3\n4\n8', '0\n2\n6\n7\n12\n14']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
